Accession #,Research_note,,,,,,Family,collector_no,,Country,,Collected_Date,Depth,Det_Date,Determiner,,Notes,,,,,Genus,geo_locate,geo,geo_year,geo_source,geo_Lat_dd,geo_Lat_deg,geo_Lat_min,geo_Lat_sec,geo_Long_dd,geo_Long_deg,geo_Long_min,geo_Long_sec,coord_source,,Habitat,Insitution,,curation_notes,Locality,,,,Sci_name,other_collectors,Phylum,Collector,Project_id,state_province,,reproduction,research_annot,,species,authority,,,,type_status,,,,datum,Lat_deg,Lat_min,Lat_sec,Long_deg,Long_min,Long_sec
A92112,"Bossiella sp. 5chiloensis, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1182,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,covered in Flustrellidra bryozoan,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,"Low intertidal, in tidepool, under Saccharina",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella hakaiensis by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92113,"Chiharaea silvae, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1183,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,"Low intertidal, under Saccharina",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,silvae,"(H.W.Johansen) Martone, S.C. Lindstrom, K.A. Miller & P.W. GabrielsonåÊ",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90738,"Bossiella reptans, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1184,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,"Low intertidal, under Saccharina",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & Martone",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92115,"Bossiella sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1186,Yes,Canada,,2014 Jul 12,,2014,"Patrick T. Martone, Katharine R. Hind",,side of rock; conceptacles observed,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, exposed, under Alaria",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,Reproductive,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A92116,"Bossiella reptans, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1187,Yes,Canada,,2014 Jul 12,,2014,"Patrick T. Martone, Katharine R. Hind",,very regular branching; nice specimen,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, exposed",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & Martone",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A92117,"Corallina sp. (Corallina sp.1 california/frondescens), species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1188,Yes,Canada,,2014 Jul 12,,2014,"Patrick T. Martone, Katharine R. Hind",,below low transect; large gaps between branchlets; genetic match to both Corallina sp. 1california and Corallina sp. 1frondescens,,,,,Corallina,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand",UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Corallina vancouveriensis by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A92118,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1190,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 1, sample 1; wormy",,,,,Pseudolithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92119,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1194,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 1, sample 5",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On whelk,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92120,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1195,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 1, sample 6",,,,,Pseudolithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92121,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1196,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 1, sample 7",,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92122,,,,,,,Florideophyceae,PTM-1197,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 2, sample 1",,,,,Chiharaea,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,Chiharaea bodegensis by Katharine R. Hind 2014,Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,bodegensis,H.W. Johansen,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92123,"Chiharaea americana, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1198,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 2, sample 2",,,,,Chiharaea,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,Chiharaea americana by Katharine R. Hind 2014,Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,americana,"(E.Y. Dawson & R.L. Steele) Martone, S.C. Lindstrom, K.A. Miller & P.W. Gabrielson",,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92130,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1200,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 2, sample 4; wormy; with proturberances",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92131,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1201,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 2, sample 5; rosy pink crust in broken corner; smaller specimen",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On rock,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92132,"Lithothamnion sp. (Corallinac sp. 7BCcrust_Lithothamnion), species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1202,Yes,Canada,,2014 Jul 13,12.8 m,2014,Katharine R. Hind,,"quadrat 2, sample 6; thin peachy colour; smooth",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92133,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1205,Yes,Canada,,2014 Jul 13,12.4 m,2014,Katharine R. Hind,,"quadrat 3, sample 3",,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,Reproductive,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92134,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1206,Yes,Canada,,2014 Jul 13,12.4 m,2014,Katharine R. Hind,,"quadrat 3, sample 4",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,Lithothamnion phymatodeum by Katharine R. Hind 2014,,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92135,"Pseudolithophyllum sp. 16muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1208,Yes,Canada,,2014 Jul 13,11.9 m,2014,Katharine R. Hind,,"quadrat 4, sample 1",,,,,Pseudolithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92136,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1209,Yes,Canada,,2014 Jul 13,11.9 m,2014,Katharine R. Hind,,"quadrat 4, sample 3",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On limpets,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92137,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1210,Yes,Canada,,2014 Jul 13,11.9 m,2014,Katharine R. Hind,,"quadrat 4, sample 4",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,Lithothamnion phymatodeum by Katharine R. Hind 2014,,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92138,"Lithophyllum sp. (Corsp27Bccrust_Lithophyllum), species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1211,Yes,Canada,,2014 Jul 13,11.9 m,2014,Katharine R. Hind,,"quadrat 4, sample 5; pink speckled",,,,,Lithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92140,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1213,Yes,Canada,,2014 Jul 13,15 m,2014,Katharine R. Hind,,"quadrat 5, sample 2",,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92141,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1214,Yes,Canada,,2014 Jul 13,15 m,2014,Katharine R. Hind,,"quadrat 6, sample 1",,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On Bossiella schmittii,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92142,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1215,Yes,Canada,,2014 Jul 13,15 m,2014,Katharine R. Hind,,"quadrat 6, sample 2",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92143,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1216,Yes,Canada,,2014 Jul 13,15 m,2014,Katharine R. Hind,,"quadrat 6, sample 3",,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92144,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1217,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,thin,,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On worm tube,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,Highly reproductive,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92145,"Lithophyllum sp. 4, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1218,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,smooth; light pink,,,,,Lithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92146,"Lithophyllum sp. (Corsp27Bccrust_Lithophyllum), species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1219,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,smooth pink/purple; thin,,,,,Lithophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,"Subtidal, with Chiharaea americana",UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92147,"Lithothamnion sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1221,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,"smooth, thick crust; easy to scrape; multiporate?",,,,,Lithothamnion,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92148,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1222,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,conceptacles in center,,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
A92149,"Mesophyllum vancouveriense, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1224,Yes,Canada,,2014 Jul 13,13 m,2014,Katharine R. Hind,,,,,,,Mesophyllum,Crystal Kwong,69,2018,WGS 84,52.0707,52,4,14.52,-128.407,-128,24,23.4,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"McMullen Island, Northeast",On Calliarthron,,,"""Coralline"" by Katharine R. Hind 2014",,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,vancouveriense,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,52,4,14.52,-128,24,23.4
